ID,Date,Latitude,Longitude,Value
1,1830-01-01,13,80,0.613309538
2,1840-01-01,13,80,0.408361688
3,1850-01-01,13,80,0.38577441
4,1860-01-01,13,80,0.519829883
5,1870-01-01,13,80,0.503246025
6,1880-01-01,13,80,0.62722233
7,1890-01-01,13,80,0.619229394
