ID,Date,Latitude,Longitude,Value
1,1850-01-01,-6,39,0.613061543
2,1860-01-01,-6,39,0.884088253
3,1870-01-01,-6,39,0.550128364
4,1880-01-01,-6,39,0.344920653
5,1890-01-01,-6,39,0.655172398
